paper_id,title,year,in_scope,scope_conf,scope_reason
w28924,The Psychosocial Value of Employment,2021,False,high,"This paper is a psychology/labor economics study of employment's psychosocial effects using a field experiment, not a causal analysis of a specific government law, regulation, or public policy intervention on financial markets, firms, or investors."
w28962,Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,2021,True,high,The paper's primary research question is estimating the causal effect of the Clean Air Act (a specific government regulation) on power plant productivity and firm behavior using a difference-in-differences empirical approach.
w29006,"Epidemic Exposure, Fintech Adoption, and the Digital Divide",2021,False,high,"The paper studies how epidemic exposure affects individual fintech adoption behavior and financial technology usage patterns, but does not estimate the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w29030,The Evolution from Life Insurance to Financial Engineering,2021,False,high,The paper primarily describes the evolution of life insurance products and financial engineering practices rather than empirically testing the causal effect of a specific government policy on financial outcomes.
w29031,Career Effects of Mental Health,2021,False,high,"The primary research question concerns the causal effect of mental health treatment (lithium approval) on individual career outcomes, not the causal effect of government policy/regulation on financial markets, firms, or investors."
w29086,Money or Power? Financial Infrastructure and Optimal Policy,2021,True,high,"The paper's primary research question concerns the causal effect of government cash transfer and in-kind transfer policies on household welfare outcomes, with empirical testing through randomized experiments in Kenya and Ghana."
w29106,Why do Bank Boards have Risk Committees?,2021,True,high,"The paper's primary research question examines the causal effect of the Dodd-Frank Act's mandatory risk committee requirement on bank outcomes and behavior, with empirical testing of whether the policy actually reduces bank risk."
w29112,Consistent Evidence on Duration Dependence of Price Changes,2021,False,high,"This is primarily a methodological paper developing econometric estimators for duration models, with empirical application to price-setting behavior in retail data; it does not test the causal effect of a specific government policy on markets."
w29128,The Treasury Market in Spring 2020 and the Response of the Federal Reserve,2021,True,high,The paper's primary research question is the causal effect of the Federal Reserve's Treasury quantitative easing policy (a specific government monetary policy instrument) on financial markets (Treasury yields).
w29129,Can Monetary Policy Create Fiscal Capacity?,2021,False,high,"This is a purely theoretical paper using a New Keynesian model to study monetary and fiscal policy mechanics without empirical testing of causal effects of specific policies on financial markets, firms, or investors."
w29161,"Demographics, Wealth, and Global Imbalances in the Twenty-First Century",2021,False,high,"This is a purely theoretical paper using demographic forecasts and overlapping generations models to study general equilibrium effects of population aging on wealth and returns, with no empirical test of a specific government law, regulation, or public policy."
w29219,The Effects of Going Public on Firm Performance and Commercialization Strategy: Evidence from International IPOs,2021,False,high,"The paper studies the effects of going public (a firm decision) on firm outcomes, not the causal effect of a specific government law, regulation, or public policy on financial markets or firms."
w29220,Simulating Endogenous Global Automation,2021,False,high,"This is a theoretical CGE modeling paper examining the macroeconomic effects of technological change; while it discusses policy responses like technology mandates and UBI, the primary research question is about automation's global consequences, not the causal effect of a specific existing government law or regulation on financial markets, firms, or investors."
w29241,"The Great Divide: Education, Despair and Death",2021,False,high,"This paper examines mortality trends and social outcomes by education level rather than testing the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w29257,Empirical Models of Demand and Supply in Differentiated Products Industries,2021,False,high,This is a methodological chapter on empirical modeling of demand and supply in differentiated products industries with no focus on government policy effects.
w29308,Why Does Education Increase Voting? Evidence from Boston’s Charter Schools,2021,False,high,"The paper's primary research question concerns the causal effect of charter school attendance on educational and civic outcomes, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w29339,The Economics of the COVID-19 Pandemic in Poor Countries,2021,False,high,"This is a broad survey paper on COVID-19's economic effects in poor countries that reviews multiple policy responses without having a primary research question focused on the causal effect of a specific government policy on financial markets, firms, or investors."
w29340,Why do people stay poor?,2021,False,high,"This paper studies the causal effect of an asset transfer program on household poverty and occupational choice, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w29343,Hysteresis in Unemployment: Evidence from OECD Estimates of the Natural Rate,2021,False,high,"This paper studies unemployment dynamics and natural rate hysteresis without examining the causal effect of a specific government policy or regulation on financial markets, firms, or investors."
w29356,A Taste of Their Own Medicine: Guideline Adherence and Access to Expertise,2021,False,high,"This paper studies medication adherence behavior and the role of medical expertise, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w29372,The Economics of Walking About and Predicting US Downturns,2021,False,high,"The paper's primary research question is about predicting recessions using consumer expectations indices and labor market indicators, not about estimating the causal effect of a specific government policy on financial markets, firms, or investors."
w29387,Telemigration and Development: On the Offshorability of Teleworkable Jobs,2021,False,high,"This paper is primarily about international trade in services and telemigration patterns rather than the causal effect of a specific government policy on financial markets, firms, or investors."
w29407,Mental Health Therapy as a Core Strategy for Increasing Human Capital: Evidence from Ghana,2021,False,high,"This paper studies the causal effect of a therapeutic intervention (CBT) on individual human capital and economic outcomes, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w29410,CLO Performance,2021,False,high,"This paper studies CLO market performance and structure without examining the causal effect of a specific government law, regulation, or public policy on financial markets."
w29441,Macroprudential Policies and The Covid-19 Pandemic: Risks and Challenges For Emerging Markets,2021,True,high,"The paper's primary research question concerns the causal effects of macroprudential policies and regulatory forbearance on financial markets and emerging market economies during COVID-19, with empirical documentation of policy changes and their impacts."
w29470,Were Federal COVID Relief Funds for Schools Enough?,2021,False,high,This paper uses simulations to describe the distribution of federal COVID relief funds rather than empirically estimating the causal effect of the policy on any financial or economic outcome.
w29473,Optimal Bank Reserve Remuneration and Capital Control Policy,2021,False,high,"This is a purely theoretical paper that develops an open economy model with optimal policy implications but does not empirically test the causal effect of any specific implemented government law, regulation, or policy."
w29534,The Impact of Health and Education on Labor Force Participation in Aging Societies – Projections for the United States and Germany from a Dynamic Microsimulation,2021,False,high,"This paper focuses on labor force projections using microsimulation modeling and examines demographic and health/education factors, but does not have a primary research question about the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w29624,The Political Economy of Anti-Bribery Enforcement,2022,True,high,"The paper's primary research question examines the causal effect of FCPA enforcement (a specific government regulation and policy) on foreign firms' behavior and outcomes, including business reallocation and sales changes."
w29655,A New Era of Midnight Mergers: Antitrust Risk and Investor Disclosures,2022,True,high,"The paper's primary research question examines the causal effect of mandatory disclosure requirements (a specific government securities law) on corporate merger behavior and disclosures, using regression discontinuity design to estimate this policy effect."
w29779,"Gifted Children Programs’ Short and Long-Term Impact: Higher Education, Earnings, and the Knowledge Economy",2022,False,high,"The paper studies the effects of an educational program on student outcomes, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w29792,The Effects of the Emeryville Fair Workweek Ordinance on the Daily Lives of Low-Wage Workers and their Families,2022,False,high,"The primary research question concerns the effect of a local employment regulation on worker well-being and daily life outcomes, not on financial markets, firms' financial performance, or investor behavior."
w29796,Measuring Upward Mobility,2022,False,high,This is a purely theoretical paper developing a conceptual framework and measurement methodology for upward mobility with no empirical test of a specific government policy's causal effect.
w29798,Grandfathering with Anticipation,2022,False,high,"This is primarily a theoretical paper deriving optimal allocation mechanisms for cap-and-trade systems, with no empirical test of actual government policy effects on real markets or firms."
w29827,Stock Market Stimulus,2022,True,high,"The paper's primary research question is the causal effect of specific government fiscal stimulus policies (stimulus checks and direct payments) on stock market outcomes, which is a clear case of government intervention research."
w29857,Improving the Availability of Unrelated Stem Cell Donors: Evidence from a Major Donor Registry,2022,False,high,"This paper studies stem cell donor registry initiatives and their effect on donor availability, which is a health/medical policy issue unrelated to financial markets, firms, or investors."
w29901,Designing Stress Scenarios,2022,False,high,"This is a theoretical paper developing an optimal design framework for stress scenarios with application to banking stress tests, but it does not estimate the causal effect of a specific existing government policy or regulation on financial outcomes."
w29938,Independent Regulators and Financial Stability: Evidence from Gubernatorial Campaigns and a Progressive Era Policy Experiment,2022,True,high,The paper's primary research question examines the causal effect of a specific government policy (placing independent regulators under gubernatorial supervision during the Progressive Era) on financial market outcomes (bank failure rates and business bankruptcies).
w29947,Increasing the Demand for Workers with a Criminal Record,2022,False,high,"This paper's primary research question concerns employer hiring decisions and labor market behavior in response to policies, not the causal effect of government policy on financial markets, firms' financial outcomes, or investors."
w30008,Automatic Tax Filing: Simulating a Pre-Populated Form 1040,2022,False,high,"This paper simulates a hypothetical policy rather than evaluating the causal effect of an existing government law, regulation, or public policy on financial markets, firms, or investors."
w30034,The Secular Decline in Private Firm Leverage,2022,True,high,The paper's PRIMARY research question examines the CAUSAL EFFECT of bank capital requirements (a specific government regulation) on private firm leverage and investment.
w30051,"The Demand for Money, Near-Money, and Treasury Bonds",2022,False,high,"This paper studies the demand for and substitutability between different asset classes (bank money, shadow-bank money, Treasury bonds) rather than estimating the causal effect of a specific government policy on financial markets or behavior."
w30060,Real Effects of Supplying Safe Private Money,2022,True,high,"The paper's primary research question examines the causal effect of a specific government policy (1863 regulatory capital requirements for safe money supply) on financial markets and real economic outcomes (production, manufacturing, employment)."
w30069,Agricultural Crises and Government Responses Between the World Wars in the Atlantic Trading Network,2022,False,high,"This paper studies agricultural markets and government policy responses during the World Wars and Great Depression, but its primary focus is on agricultural sector outcomes rather than causal effects on financial markets, firms, or investors."
w30131,Financing Infrastructure in the Shadow of Expropriation,2022,False,high,This is a purely theoretical paper examining optimal financing structures under expropriation risk without empirical testing of specific government policies' causal effects on financial outcomes.
w30153,Climate Change and Downstream Water Quality in Agricultural Production: The Case of Nutrient Runoff to the Gulf of Mexico,2022,False,high,"This paper studies the effect of climate change on agricultural production and water quality, not the causal effect of a specific government law, regulation, or policy on financial markets, firms, or investors."
w30194,An Evaluation of a National Program to Reduce Student Absenteeism in High School,2022,False,high,"The paper studies the causal effect of an education policy on student behavior and academic outcomes, not on financial markets, firms, or investors."
w30206,How Did Federal Aid to States and Localities Affect Testing and Vaccine Delivery?,2022,False,high,"This paper studies the causal effect of federal fiscal aid on public health outcomes (COVID-19 testing and vaccine delivery), not on financial markets, firms, or investors."
w30226,Restoring Confidence in Troubled Financial Institutions After a Financial Crisis,2022,False,high,"The paper studies the causal effects of private bank owner actions (management changes, capital injections, asset write-offs) rather than a specific government law, regulation, or public policy on financial outcomes."
w30273,Digital Public Health Interventions at Scale: The Impact of Social Media Advertising on Beliefs and Outcomes Related to COVID Vaccines,2022,False,high,"This paper studies the causal effect of public health advertising campaigns on vaccination beliefs and outcomes, not the causal effect of a government law, regulation, or financial policy on financial markets, firms, or investors."
w30396,Top Wealth in America: A Reexamination,2022,False,high,"This paper is a methodological examination of wealth measurement techniques using existing data sources, not an empirical test of the causal effect of a specific government policy on financial markets or firms."
w30415,"Environmental Economics, Regulation, and Innovation",2022,False,high,"This is a theoretical primer and review paper that does not empirically test the causal effect of a specific government policy on financial markets, firms, or investors."
w30438,The Social Tax: Redistributive Pressure and Labor Supply,2022,False,high,"The paper's primary research question concerns how social redistribution pressure affects labor supply through a field experiment with private savings accounts, not the causal effect of a specific government law, regulation, or public policy."
w30446,Working from Home Around the World,2022,False,high,"The paper's primary research question concerns worker preferences and employer plans for work-from-home arrangements, not the causal effect of any specific government policy on financial markets, firms, or investors."
w30523,Are Immigrants more Left leaning than Natives?,2022,False,high,"This paper studies political preferences and voting behavior of immigrants versus natives, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w30556,The Future of Global Economic Power,2022,False,high,"This is a purely theoretical paper using an OLG model to project future economic trends; it does not empirically test the causal effect of any specific government law, regulation, or public policy on financial markets, firms, or investors."
w30572,Understanding Geographic Disparities in Mortality,2022,False,high,"This paper analyzes geographic disparities in mortality outcomes using observational data without examining the causal effect of any specific government law, regulation, or public policy."
w30727,A Fiscal Theory of Persistent Inflation,2022,False,high,This is a theoretical general equilibrium modeling paper that develops frameworks for understanding fiscal-monetary interactions rather than empirically testing the causal effect of a specific government policy on financial markets or firms.
w30787,Central Banks as Dollar Lenders of Last Resort: Implications for Regulation and Reserve Holdings,2022,False,high,"This is primarily a theoretical paper building a model to explore central bank behavior and optimal policy design, without empirically testing the causal effect of a specific government policy on financial markets or firms."
w30827,Reducing Bullying: Evidence from a Parental Involvement Program on Empathy Education,2023,False,high,"This paper studies the causal effect of an educational intervention on bullying and empathy in schools, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w30869,Connected Lending of Last Resort,2023,False,high,"While the paper analyzes a central bank's lending decisions during a crisis, it focuses on the political economy and governance of the lending institution itself rather than the causal effect of a specific government law, regulation, or public policy on financial markets or firms."
w30875,The Economics of Cities: From Theory to Data,2023,False,high,"This is a theoretical review paper on urban economic models that discusses policy impacts (taxation, transport infrastructure) only as illustrative examples, without empirical estimation of causal effects of specific government policies on financial markets or firms."
w30889,The Effects of Competition on Physician Prescribing,2023,False,high,"The primary research question concerns how competition affects physician prescribing behavior, not the causal effect of government policy on financial markets, firms, or investors; while the paper uses state law changes as an instrument, its main topic is healthcare provider behavior in a non-financial sector."
w30929,Crowding in Private Quality: The Equilibrium Effects of Public Spending in Education,2023,True,high,"The paper's primary research question is estimating the causal effect of a randomized public-school grant program (a specific government policy) on educational outcomes in financial/market terms, with rigorous empirical methodology."
w30943,The Economics of Digital Privacy,2023,False,high,"This is a theoretical and review paper that discusses privacy regulations and their conceptual effects without empirically testing the causal effect of a specific government policy on financial markets, firms, or investors."
w30970,Lottery-Based Evaluations of Early Education Programs: Opportunities and Challenges for Building the Next Generation of Evidence,2023,False,high,"This is a methodological paper about research design for evaluating early education programs, not a paper estimating the causal effect of a specific government law, regulation, or policy on financial markets, firms, or investors."
w30998,Restrict the Middleman? Quantitative Models of PBM Regulations and Their Consequences,2023,False,high,The paper is purely theoretical (quantitative models) without empirical testing of actual policy effects on financial outcomes.
w31057,Dynamic Banking with Non-Maturing Deposits,2023,False,high,This is a purely theoretical paper modeling bank dynamics and deposit behavior without empirical testing of a specific government policy's causal effect on financial outcomes.
w31091,The Health Wedge and Labor Market Inequality,2023,False,high,"This is a purely theoretical paper using a calibrated labor market model to explore counterfactual scenarios; it does not empirically estimate the causal effect of an actual existing government policy on financial markets, firms, or investors."
w31092,Banking Crises in Historical Perspective,2023,False,high,"This is a survey paper that describes historical banking crises and mentions government interventions only as one of three themes, without a primary research question focused on estimating the causal effect of a specific policy."
w31113,Post COVID-19 Test Score Recovery: Initial Evidence from State Testing Data,2023,False,high,"This paper describes and measures test score recovery patterns rather than estimating the causal effect of a specific government policy or intervention on financial markets, firms, or investors."
w31132,Understanding the Impacts of a Natural Disaster: Evidence from the 2004 Indian Ocean Tsunami,2023,False,high,"This paper studies the impacts of a natural disaster on population well-being, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w31149,"An Anatomy of Monopsony: Search Frictions, Amenities and Bargaining in Concentrated Markets",2023,False,high,"This paper studies labor market monopsony power through search frictions and worker preferences, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w31246,Central Bank Credibility and Fiscal Responsibility,2023,False,high,This is a purely theoretical paper analyzing a New Keynesian model without empirical testing of any specific government policy's causal effect on financial markets or firms.
w31301,Cryptic Regulation of Crypto-Tokens,2023,False,high,This paper primarily describes and analyzes existing securities regulations' alignment with crypto-tokens rather than estimating the causal effect of a specific government policy intervention on financial outcomes.
w31303,Information Acquisition and Rating Agencies,2023,False,high,This is a theoretical paper analyzing credit rating market structures without empirically testing the causal effect of a specific government policy or regulation.
w31304,Money Matters: Broad Divisia Money and the Recovery of Nominal GDP from the COVID-19 Recession,2023,False,high,"This paper studies the relationship between monetary aggregates and nominal GDP growth rather than estimating the causal effect of a specific government law, regulation, or policy on financial markets or firms."
w31330,The Demand for Mobility: Evidence from an Experiment with Uber Riders,2023,False,high,"The paper's primary research question concerns demand elasticities for ride-hailing services in response to price changes, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w31355,"Global Liquidity: Drivers, Volatility and Toolkits",2023,False,high,"This is a survey/review paper on global liquidity drivers and mechanisms that describes regulatory effects descriptively without estimating the causal effect of any specific government law, regulation, or policy on financial markets."
w31368,Chat Over Coffee? Diffusion of Agronomic Practices and Market Spillovers in Rwanda,2023,False,high,"The paper evaluates an agricultural extension training program, not a specific government law, regulation, or public policy; it studies farmer behavior and social networks rather than the causal effect of a government intervention on financial markets, firms, or investors."
w31429,The Intergenerational Transmission of Poverty and Public Assistance: Evidence from the Earned Income Tax Credit,2023,False,high,"The primary research question concerns intergenerational effects of the EITC on poverty and public assistance use, which is a household/labor economics question rather than the causal effect of a policy on financial markets, firms, or investors."
w31484,Aggregate Lending and Modern Financial Intermediation: Why Bank Balance Sheet Models are Miscalibrated,2023,False,high,"This is a theoretical macroeconomic modeling paper that describes financial intermediation mechanisms without empirically testing the causal effect of a specific government law, regulation, or policy."
w31515,"Working from Home, Worker Sorting and Development",2023,False,high,"This paper studies the causal effect of work location (home vs. office) on worker productivity through an RCT, but does not examine the causal effect of any specific government law, regulation, or public policy on financial markets, firms, or investors."
w31519,"Currency Areas, Labor Markets, and Regional Cyclical Sensitivity",2023,False,high,"This paper examines regional labor market adjustment and cyclical sensitivity within currency unions without testing the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w31547,Selling Subscriptions,2023,False,high,"The paper's primary research question concerns consumer inattention and subscription behavior in private markets, with regulatory remedies only explored as a final counterfactual exercise rather than as the main causal effect of interest."
w31570,The Search for Good Jobs: Evidence from a Six-year Field Experiment in Uganda,2023,False,high,"The paper's primary research question concerns the causal effects of labor market interventions (vocational training and job matching) on individual job search behavior and employment outcomes, not on financial markets, firms' financial decisions, or investor behavior."
w31593,Seasonal Allergies and Accidents,2023,False,high,"The paper studies the causal effect of pollen exposure on accidents and behavior, not the causal effect of a specific government law, regulation, or policy on financial markets, firms, or investors."
w31624,"Sex, Power, and Adolescence: Intimate Partner Violence and Sexual Behaviors",2023,False,high,"This paper evaluates a health intervention program, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w31644,Keep Calm and Bank On: Panic-Driven Bank Runs and the Role of Public Communication,2023,False,high,"The paper's primary research question concerns household behavior and beliefs about bank stability using information treatments, not the causal effect of a specific government law, regulation, or policy on financial markets."
w31646,Regulatory Arbitrage or Random Errors? Implications of Race Prediction Algorithms in Fair Lending Analysis,2023,False,high,"The paper's primary focus is documenting measurement error in a race prediction algorithm used by regulators, not estimating the causal effect of a specific government law, regulation, or policy on financial outcomes."
w31707,Utility and Happiness,2023,False,high,This is a purely theoretical paper about the relationship between happiness and utility with no empirical test of any government policy's causal effect.
w31751,Estimating Impact with Surveys versus Digital Traces: Evidence from Randomized Cash Transfers in Togo,2023,False,high,"The primary research question concerns methodological comparison between survey and digital data for impact estimation, not the causal effect of the cash transfer policy itself on financial outcomes."
w31843,Life and Death at the Margins of Society: The Mortality of the U.S. Homeless Population,2023,False,high,"This paper studies health disparities and mortality patterns among homeless populations without examining the causal effect of any specific government law, regulation, or public policy on financial markets, firms, or investors."
w31862,Are Swedish House Prices Too High? Why the Price-to-Income Ratio Is a Misleading Indicator,2023,False,high,This paper primarily analyzes housing valuation indicators and methodology rather than estimating the causal effect of a specific government policy on financial markets or firms.
w31909,Contingent Credit Under Stress,2023,False,high,This is a review paper examining banks' provision of credit lines and corporate borrowing behavior; it does not have a primary research question testing the causal effect of a specific government policy on financial outcomes.
w31965,Dynamic Monopsony with Granular Firms,2023,True,high,"The paper's primary research question is the causal effect of a specific government policy (a US ban on noncompete agreements) on worker wages and labor market outcomes, estimated both theoretically and quantitatively."
w31991,How Rules and Compliance Impact Organizational Outcomes: Evidence from Delegation in Environmental Regulation,2023,True,high,The paper's primary research question examines the causal effect of a specific government regulatory reform (delegation of decision rights in environmental permitting) on organizational outcomes and firm approval rates.
w32044,The Puzzling Behavior of Spreads during Covid,2024,False,high,"This paper is primarily theoretical/descriptive, modeling sovereign spread behavior during Covid rather than empirically testing the causal effect of a specific government policy on financial markets."
w32049,The Economics of Information in a World of Disinformation: A Survey Part 1: Indirect Communication,2024,False,high,"This is a theoretical survey paper that discusses information economics and mentions government policies (fraud laws, disclosure requirements) only as illustrative examples within broader economic theory, rather than empirically testing the causal effect of a specific government policy."
w32092,Convenience Yields and Exchange Rate Puzzles,2024,False,high,"This is a theoretical paper developing a model of exchange rate determination; while it mentions the Fed's QE as a potential application, the primary research question concerns the causal mechanism of convenience yields on exchange rates, not the empirical effect of a specific government policy."
w32103,Effects of Childhood Cognitive and Behavioral Disabilities on Adult Economic Outcomes,2024,False,high,"This paper studies the causal effects of childhood disabilities on adult economic outcomes, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w32152,Smooth Diagnostic Expectations,2024,False,high,"This is a purely theoretical paper developing a behavioral expectations model with no empirical test of any specific government law, regulation, or public policy."
w32176,The Secular Decline of Bank Balance Sheet Lending,2024,False,high,"The paper's primary research question is explaining the secular decline in bank balance sheet lending through multiple factors (borrower demand, saver demand, technology, regulation), not estimating the causal effect of a specific government policy on financial outcomes."
w32193,Appropriate Entrepreneurship? The Rise of China and the Developing World,2024,False,high,"The paper's primary focus is on how China's rise as an innovation hub affected entrepreneurship in other emerging markets through market dynamics and spillovers, not on estimating the causal effect of a specific government policy on financial markets or firms."
w32215,Product Liability Litigation and Innovation: Evidence from Medical Devices,2024,True,high,"The paper's primary research question examines the causal effect of changes in government regulatory environment (public information availability and federal law precedence) on firm innovation, meeting the core criterion for in-scope research on government intervention effects."
w32232,"Air Pollution, Wildfire Smoke, and Worker Health",2024,False,high,"The paper studies the causal effect of pollution (wildfire smoke) on worker health and injuries, not the causal effect of a specific government law, regulation, or public policy."
w32254,"Regulation of Access, Pricing, and Planning of High Voltage Transmission in the U.S.",2024,False,high,"This paper primarily describes the structure and history of transmission regulation without empirically testing the causal effects of specific policies on financial markets, firms, or investors."
w32293,"Book Value Risk Management of Banks: Limited Hedging, HTM Accounting, and Rising Interest Rates",2024,True,high,The paper's primary research question examines the causal effect of specific government regulations (capital regulation and HTM accounting rules) on bank risk management behavior and financial outcomes.
w32303,The Performance of Emerging Markets During the Fed’s Easing and Tightening Cycles: A Cross-Country Resilience Analysis,2024,False,high,"The paper studies the effects of Fed monetary cycles (central bank communication/policy) on emerging market performance without examining a specific government law, regulation, or public policy instrument with a causal identification strategy, focusing instead on descriptive cross-country resilience patterns."
w32316,Where Do Banks End and NBFIs Begin?,2024,False,high,"This paper primarily describes the relationship between banks and NBFIs and discusses potential regulatory responses, but does not estimate the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w32321,Quantitative Tightening Around the Globe: What Have We Learned?,2024,False,high,"This paper studies the effects of central bank balance sheet operations (quantitative tightening) on financial markets, but central bank monetary policy decisions are not government laws, regulations, or public policies in the sense defined by the scope criteria."
w32332,To Pay or Autopay? Fintech Innovation and Credit Card Payments,2024,False,high,"The paper's primary focus is on fintech company practices and consumer behavior (autopay enrollment and payment decisions) rather than the causal effect of a specific government law, regulation, or public policy."
w32341,"Bank Runs, Fragility, and Regulation",2024,False,high,This is a purely theoretical paper that constructs a general equilibrium model to justify banking regulation without empirically testing the causal effect of any specific implemented government policy.
w32411,How Do U.S. Firms Withstand Foreign Industrial Policies?,2024,False,high,"The paper's primary research question concerns how U.S. firms respond to and are affected by foreign (Chinese) government policies, not the causal effect of U.S. government intervention on financial markets or firms."
w32420,"U.S. Worker Mobility Across Establishments within Firms: Scope, Prevalence, and Effects on Worker Earnings",2024,False,high,"This paper studies worker mobility and earnings effects within firms as its primary research question, with no specific government law, regulation, or public policy as the causal variable of interest."
w32478,Fiscal Consequences of Central Bank Losses,2024,False,high,"This paper analyzes fiscal consequences and accounting treatment of central bank asset purchases rather than estimating the causal effect of these policies on financial markets, firms, or investors."
w32485,Algorithmic Bias and Historical Injustice: Race and Digital Profiling,2024,False,high,The paper studies algorithmic bias and digital profiling on Facebook without a specific government law or regulation as the primary causal variable; it is a descriptive/theoretical analysis of private firm behavior with policy as only incidental context.
w32540,Algorithmic Pricing: Implications for Marketing Strategy and Regulation,2024,False,high,This is a purely theoretical/conceptual paper discussing algorithmic pricing strategies and regulatory frameworks without empirically testing the causal effect of any specific government policy on financial markets or firms.
w32563,Fighting Abuse with Prescription Tracking: Mandatory Drug Monitoring and Intimate Partner Violence,2024,False,high,"While the paper studies a government policy (prescription drug monitoring programs), its primary research question concerns the causal effect on intimate partner violence and women's wellbeing rather than financial markets, firms, or investors."
w32573,Printing Away the Mortgages: Fiscal Inflation and the Post-Covid Boom,2024,False,high,This is primarily a theoretical paper with quantitative modeling that analyzes mechanisms of fiscal and monetary stimulus rather than empirically estimating the causal effect of a specific government policy intervention.
w32590,The Power of Inclusive Labor Force Participation for Mitigating Population Aging: Closing Gaps at the Intersection Between Race/Ethnicity and Gender in the United States,2024,False,high,"This is a purely theoretical microsimulation paper that models hypothetical policy scenarios without empirically testing the causal effect of any specific enacted government law, regulation, or policy on financial markets, firms, or investors."
w32605,Voting on Public Goods: Citizens vs Shareholders,2024,False,high,"This is a purely theoretical paper analyzing the interplay between political and corporate governance systems without empirically testing the causal effect of a specific government law, regulation, or public policy."
w32612,One Cohort at a Time: A New Perspective on the Declining Gender Pay Gap,2024,False,high,"This paper's primary focus is explaining gender pay gap trends through labor market dynamics and cohort effects, with no specific government law, regulation, or public policy as the causal variable of interest."
w32625,How Are Insurance Markets Adapting to Climate Change? Risk Classification and Pricing in the Market for Homeowners Insurance,2024,False,high,"The paper's primary focus is on private insurers' risk classification and pricing strategies in response to climate change, with regulation mentioned only as a contextual factor, not as the causal variable of interest."
w32654,Just What the Doctor Ordered? The Benefits and Costs of E-Cigarette Regulation in Australia,2024,False,high,"This paper uses a hypothetical discrete choice experiment rather than empirical data on actual market outcomes to estimate effects of Australia's e-cigarette prescription policy, making it a theoretical/methodological contribution rather than an empirical test of causal policy effects."
w32695,An Engine of (Pay) Growth? Productivity and Wages in the UK Auto Industry,2024,False,high,"The paper's primary research question concerns the relationship between productivity shocks and wage growth in the auto industry, not the causal effect of a specific government law or regulation on financial markets, firms, or investors."
w32700,Moral Hazard and Unemployment in Competitive Equilibrium,2024,False,high,"This is a purely theoretical paper constructing a general equilibrium model with no empirical test of any specific government law, regulation, or public policy's causal effect."
w32705,Is Model Accuracy Enough? A Field Evaluation Of A Machine Learning Model To Catch Bogus Firms,2024,False,high,"The primary research question concerns the effectiveness of a machine learning tool for fraud detection, not the causal effect of a specific government law, regulation, or policy on financial markets, firms, or investors."
w32735,"Family Planning, Now and Later: Infertility Fears and Contraceptive Take-Up",2024,False,high,"This paper studies individual health behavior (contraceptive adoption) in response to information interventions, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w32757,Quantitative Tightening with Slow-Moving Capital,2024,False,high,This is primarily a theoretical paper developing a general equilibrium model to understand central bank communication (quantitative tightening) without empirically testing the causal effect of a specific government policy instrument on financial markets.
w32765,Estimating the Value of Offsite Tracking Data to Advertisers: Evidence from Meta,2024,False,high,"The paper studies the private market behavior of advertisers on Meta's platforms and the value of tracking data to them, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w32770,"Bank Payout Policy, Regulation, and Politics",2024,True,high,"The paper's primary research question examines the causal effect of bank regulation and regulatory policy on financial firm payout decisions, with empirical analysis of how regulatory uncertainty and regulatory climate changes affect bank repurchases and dividends."
w32826,Personal Bankruptcy Law and Innovation around the World,2024,True,high,"The paper's primary research question is the causal effect of personal bankruptcy law reforms (a specific government policy) on firm innovation and investment efficiency, using difference-in-differences methodology across 33 countries."
w32846,The Consumer Welfare Effects of Online Ads: Evidence from a 9-Year Experiment,2024,False,high,"The paper studies the causal effect of online advertising (a private firm practice) on consumer welfare through a Facebook experiment, not the causal effect of a government law, regulation, or public policy."
w32904,"Trade, Innovation and Firm Financing",2024,False,high,"The paper studies the relationship between trade, innovation, and firm financing without examining the causal effect of a specific government law, regulation, or public policy."
w32907,Failing Banks,2024,False,high,"This paper studies the causes and predictors of bank failures through historical analysis, not the causal effect of a specific government policy or regulation on financial outcomes."
